ICD,SHORT_TITLE,LONG_TITLE,prevalence,AUC_WeightP2V,AUC_P2V,AUC_LR,AUC_RF
ICD_1987,Second malig neo adrenal,Secondary malignant neoplasm of adrenal gland,0.003590903045617768,0.8823240027457859,0.8236747769048891,0.8574584318511174,0.872179848981771
ICD_51909,Tracheostomy comp NEC,Other tracheostomy complications,0.003590903045617768,0.7873083670200595,0.7244260544580886,0.5821619251010602,0.7090906490732972
ICD_4404,Chr tot occl art extrem,Chronic total occlusion of artery of the extremities,0.003457906636520814,0.8324628933916364,0.7661883352836115,0.649829607275564,0.7768122190059741
ICD_2252,Ben neo cerebr meninges,Benign neoplasm of cerebral meninges,0.003457906636520814,0.8404446634230461,0.7211328036788405,0.80464987374515,0.8298484941799594
ICD_33818,Acute postop pain NEC,Other acute postoperative pain,0.003457906636520814,0.7499538092012071,0.7223748229352713,0.6095358337952413,0.622157212949847
ICD_4270,Parox atrial tachycardia,Paroxysmal supraventricular tachycardia,0.003457906636520814,0.5056250128307774,0.49862248773377676,0.5279669889757961,0.5066186282359221
ICD_4251,NA,NA,0.003457906636520814,0.8471084559955657,0.6649483689515715,0.8800270986019585,0.8588173102584632
ICD_2920,Drug withdrawal,Drug withdrawal,0.003457906636520814,0.8596600357208845,0.7989365851655683,0.670547720227464,0.6628697830058919
ICD_8670,Bladder/urethra inj-clos,"Injury to bladder and urethra, without mention of open wound into cavity",0.003457906636520814,0.5634990043316704,0.5306809550204267,0.5236845886965983,0.5386339841103652
ICD_514,Pulm congest/hypostasis,Pulmonary congestion and hypostasis,0.003457906636520814,0.627886924924555,0.6280901644392437,0.5943770400936134,0.6098807250928948
ICD_25042,DMII renal uncntrld,"Diabetes with renal manifestations, type II or unspecified type, uncontrolled",0.003457906636520814,0.8042146537743015,0.790901439099998,0.6421886226930262,0.6772197244975467
ICD_V453,Intestinal bypass status,Intestinal bypass or anastomosis status,0.003457906636520814,0.6130216994108107,0.5882675371066084,0.5509022602697543,0.6181509310012112
ICD_45340,Ac DVT/embl low ext NOS,Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity,0.003457906636520814,0.6401203013693005,0.6492168093449118,0.5359220709901255,0.5758042331300938
ICD_85220,Traumatic subdural hem,"Subdural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness",0.003457906636520814,0.8145264929892632,0.804190018681612,0.779826938473856,0.7795354232103632
ICD_28984,Heparin-indu thrombocyto,Heparin-induced thrombocytopenia (HIT),0.003457906636520814,0.5899714643509679,0.5577179692471926,0.6576953870788939,0.6718410625936647
ICD_5571,Chr vasc insuff intest,Chronic vascular insufficiency of intestine,0.003457906636520814,0.7499599679743796,0.6742583810638254,0.5310237933936893,0.7333364127199196
ICD_70704,"Pressure ulcer, hip","Pressure ulcer, hip",0.003457906636520814,0.7366344357537312,0.7149637658845025,0.47853359610765533,0.680816448030219
ICD_53551,Gstr/ddnts NOS w hmrhg,"Unspecified gastritis and gastroduodenitis, with hemorrhage",0.003457906636520814,0.5390404631397425,0.5101537640368705,0.5747582681529839,0.5904292664901152
ICD_5738,Liver disorders NEC,Other specified disorders of liver,0.0033249102274238596,0.6890332779043749,0.6494282605571637,0.4812342181437458,0.6559165280942703
ICD_5118,NA,NA,0.0033249102274238596,0.6958099813183881,0.6968549198333025,0.44916548623514196,0.6432407464433085
ICD_99739,Respiratory comp NEC,Other respiratory complications,0.0033249102274238596,0.5959269980086633,0.6098211902855618,0.5695818193015951,0.4773582968939254
ICD_45182,Phlbts sprfc vn up extrm,Phlebitis and thrombophlebitis of superficial veins of upper extremities,0.0033249102274238596,0.5499866559914598,0.5725359774999487,0.5577785305167211,0.5286690891174478
ICD_53560,Duodenitis w/o hmrhg,"Duodenitis, without mention of hemorrhage",0.0033249102274238596,0.6316335119377554,0.6269815852682146,0.5300455749214756,0.6042064420767383
ICD_0383,Anaerobic septicemia,Septicemia due to anaerobes,0.0033249102274238596,0.6193652357783663,0.5868797602184311,0.4818090369731683,0.5590431319414506
ICD_78001,Coma,Coma,0.0033249102274238596,0.5842396994518692,0.5506230625526062,0.5567448830859559,0.5690090533965634
ICD_E8700,Acc cut/hem in surgery,"Accidental cut, puncture, perforation or hemorrhage during surgical operation",0.0033249102274238596,0.6418570754039129,0.6501057256061259,0.4492106505717395,0.5879349633552996
ICD_V850,"BMI less than 19,adult","Body Mass Index less than 19, adult",0.0033249102274238596,0.747075609205313,0.7344008540165465,0.5615015088994273,0.6873324300466014
ICD_V1253,Hx sudden cardiac arrest,Personal history of sudden cardiac arrest,0.0033249102274238596,0.8114779002689331,0.7975159614871384,0.6781127466075425,0.855355053273388
ICD_V180,Fam hx-diabetes mellitus,Family history of diabetes mellitus,0.0033249102274238596,0.6357475724169079,0.5808380037363224,0.5382634312578267,0.625272525712878
ICD_4264,Rt bundle branch block,Right bundle branch block,0.0033249102274238596,0.6400648724107492,0.6281763872636571,0.4700119069614666,0.5030732278130197
ICD_5852,Chro kidney dis stage II,"Chronic kidney disease, Stage II (mild)",0.003191913818326905,0.6048803806474564,0.5348252401280683,0.5666666666666667,0.6511406083244397
ICD_1962,Mal neo lymph intra-abd,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes,0.003191913818326905,0.7835000889363216,0.7308697972251867,0.6405127178939879,0.6774813233724652
ICD_71596,Osteoarthros NOS-l/leg,"Osteoarthrosis, unspecified whether generalized or localized, lower leg",0.003191913818326905,0.6481412308786908,0.5468383137673426,0.7151347385272145,0.6627679206688011
ICD_99889,Oth spcf cmplc procd NEC,Other specified complications of procedures not elsewhere classified,0.003191913818326905,0.6872198505869798,0.702997154037709,0.6700017787264319,0.5847251867662754
ICD_4590,Hemorrhage NOS,"Hemorrhage, unspecified",0.003191913818326905,0.5082644076840982,0.470610992529349,0.45365194770544287,0.5218305318392031
ICD_28803,Drug induced neutropenia,Drug induced neutropenia,0.003191913818326905,0.811377178939879,0.7152681430096051,0.681547936677339,0.7550426894343649
ICD_42090,Acute pericarditis NOS,"Acute pericarditis, unspecified",0.003191913818326905,0.632259427250089,0.6482479544646034,0.5931074350764852,0.7016975720384205
ICD_E8809,Fall on stair/step NEC,Accidental fall on or from other stairs or steps,0.003191913818326905,0.6416933475631448,0.5979900391319815,0.6225987193169691,0.5207299448594807
ICD_72889,Muscle/ligament dis NEC,"Other disorders of muscle, ligament, and fascia",0.003191913818326905,0.5161997509782995,0.47729011028103874,0.4995530949839915,0.5064089736748488
ICD_30001,Panic dis w/o agorphobia,Panic disorder without agoraphobia,0.003191913818326905,0.7170401992173604,0.6478744219139096,0.5830020455353967,0.6708766897901103
ICD_78609,Respiratory abnorm NEC,Other respiratory abnormalities,0.003191913818326905,0.6515185876912131,0.6242551583066525,0.5492418178584134,0.5981990394877268
ICD_9070,Lt eff intracranial inj,Late effect of intracranial injury without mention of skull fracture,0.003191913818326905,0.746391408751334,0.68835156527926,0.7389607790821772,0.8480178317324796
ICD_V4571,Acq absnce breast/nipple,Acquired absence of breast and nipple,0.003191913818326905,0.8627090003557453,0.7796446993952331,0.90383649057275,0.9006470117395944
ICD_V5332,Ftng autmtc dfibrillator,Fitting and adjustment of automatic implantable cardiac defibrillator,0.003191913818326905,0.8496553717538242,0.8137717893987905,0.7476254002134471,0.858266631092138
ICD_V553,Atten to colostomy,Attention to colostomy,0.003191913818326905,0.8259983102098897,0.7871197972251868,0.7026058342226965,0.8040099163998576
ICD_34889,Brain conditions NEC,Other conditions of brain,0.003191913818326905,0.7619574884382782,0.7547469761650658,0.5520233013162575,0.5927116684453931
ICD_V1201,Prsnl hst tuberculosis,Personal history of tuberculosis,0.003191913818326905,0.5860325506937033,0.49292289220917823,0.7268265297047314,0.803140563856279
ICD_78722,"Dysphagia, oropharyngeal","Dysphagia, oropharyngeal phase",0.003191913818326905,0.6738905193881182,0.6803072749911063,0.5059198239060833,0.63267075773746
ICD_3558,Mononeuritis leg NOS,"Mononeuritis of lower limb, unspecified",0.003191913818326905,0.5797358591248666,0.5606167733902526,0.4576007203842049,0.5861125933831377
ICD_V5331,Ftng cardiac pacemaker,Fitting and adjustment of cardiac pacemaker,0.003191913818326905,0.7418756670224119,0.7294557097118463,0.7008960334400569,0.6198227943792245
ICD_E9420,Adv eff card rhyth regul,Cardiac rhythm regulators causing adverse effects in therapeutic use,0.0030589174092299507,0.7005936499466382,0.6278993240839559,0.5950573639274279,0.6448550337958021
ICD_9341,Foreign body bronchus,Foreign body in main bronchus,0.0030589174092299507,0.6633915866239772,0.6495553183920313,0.5412219850586979,0.5494252490217004
ICD_30590,Drug abuse NEC-unspec,"Other, mixed, or unspecified drug abuse, unspecified",0.0030589174092299507,0.9258004268943436,0.8856545713269299,0.718948995019566,0.812825729277837
ICD_E8499,Accident in place NOS,Accidents occurring in unspecified place,0.0030589174092299507,0.5814590003557453,0.5715937388829598,0.5398167911775169,0.5341382070437567
ICD_4471,Stricture of artery,Stricture of artery,0.0030589174092299507,0.6294201351832088,0.6259449484169335,0.5095328619708289,0.5527914887940235
ICD_9092,Late effect of radiation,Late effect of radiation,0.0030589174092299507,0.739034151547492,0.6860525613660619,0.7175449128424048,0.7582221629313411
ICD_70721,"Pressure ulcer, stage I","Pressure ulcer, stage I",0.0030589174092299507,0.5234814123087869,0.5111414976876556,0.6076229544646033,0.4807741906794735
ICD_5720,Abscess of liver,Abscess of liver,0.0030589174092299507,0.8063456065457133,0.7924759871931697,0.7091081910352188,0.7136539487726787
ICD_45342,Ac DVT/emb distl low ext,Acute venous embolism and thrombosis of deep vessels of distal lower extremity,0.0030589174092299507,0.45191213091426535,0.45021122376378514,0.5574895499822128,0.523281305585201
ICD_25082,DMII oth uncntrld,"Diabetes with other specified manifestations, type II or unspecified type, uncontrolled",0.0030589174092299507,0.7455087157595162,0.6712468872287443,0.5435120953397368,0.6630736392742796
ICD_0785,Cytomegaloviral disease,Cytomegaloviral disease,0.0030589174092299507,0.9053117218071861,0.8662130914265386,0.7306607968694415,0.7289610014229811
ICD_9999,Complic med care NEC/NOS,"Other and unspecified complications of medical care, not elsewhere classified",0.0030589174092299507,0.644517075773746,0.6480545179651369,0.4999332977588047,0.5883993685521167
ICD_V1551,Hx traumatic fracture,Personal history of traumatic fracture,0.0030589174092299507,0.6699061721807186,0.6074928850942725,0.5344450373532551,0.6210134293845606
ICD_72887,Muscle weakness-general,Muscle weakness (generalized),0.0030589174092299507,0.6717360369975097,0.6359969761650658,0.5371475898256848,0.7190112504446816
ICD_53190,Stomach ulcer NOS,"Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction",0.0030589174092299507,0.6827752579153326,0.6255514051938812,0.49483502312344363,0.5484425026680897
ICD_2819,Deficiency anemia NOS,Unspecified deficiency anemia,0.0030589174092299507,0.7187477765919601,0.6921380291711134,0.5065801760939167,0.536548381358947
ICD_41011,"AMI anterior wall, init","Acute myocardial infarction of other anterior wall, initial episode of care",0.0030589174092299507,0.5684676271789398,0.5947705442902882,0.6007848630380648,0.5647623176805407
ICD_82021,Intertrochanteric fx-cl,Closed fracture of intertrochanteric section of neck of femur,0.0030589174092299507,0.4730767520455354,0.4689456599075062,0.6073594806118818,0.5241528815368196
ICD_V446,Urinostomy status NEC,Other artificial opening of urinary tract status,0.0030589174092299507,0.6811277125578086,0.6495775524724298,0.655427339025258,0.7328497420846674
ICD_78900,Abdmnal pain unspcf site,"Abdominal pain, unspecified site",0.0030589174092299507,0.613040288153682,0.596618196371398,0.4572516453219495,0.59460156527926
ICD_V4283,Trnspl status-pancreas,Pancreas replaced by transplant,0.0030589174092299507,0.9791711134827463,0.8790243685521166,0.9501311810743507,0.9759460601209534
ICD_3559,Mononeuritis NOS,Mononeuritis of unspecified site,0.0030589174092299507,0.6540932942013519,0.6377979366773391,0.6103032728566347,0.6110169868374243
ICD_53540,Oth spf gstrt w/o hmrhg,"Other specified gastritis, without mention of hemorrhage",0.0030589174092299507,0.48627934898612596,0.5128290643898968,0.6033640163642832,0.4798503646389185
ICD_78194,Facial weakness,Facial weakness,0.0030589174092299507,0.654729188900747,0.6636495019565991,0.6720017342582711,0.5445081821415867
ICD_78702,Nausea alone,Nausea alone,0.002925921000132996,0.7170299958776886,0.7010887751885351,0.5748914862145057,0.539751206382308
ICD_35800,Mysthna grvs w/o ac exac,Myasthenia gravis without (acute) exacerbation,0.002925921000132996,0.6632023084943864,0.5061422439923373,0.9033366473483838,0.9636448507480783
ICD_45381,Ac embl suprfcl up ext,Acute venous embolism and thrombosis of superficial veins of upper extremity,0.002925921000132996,0.7510463396299619,0.7448531729673368,0.5817927204830379,0.6175755959164868
ICD_11284,Candidal esophagitis,Candidal esophagitis,0.002925921000132996,0.6559737142025752,0.6717136690996387,0.5752709813526031,0.5251606489003128
ICD_5531,Umbilical hernia,Umbilical hernia without mention of obstruction or gangrene,0.002925921000132996,0.6372753946506947,0.6367661679478164,0.5273151628313004,0.5471216566842066
ICD_78062,Postprocedural fever,Postprocedural fever,0.002925921000132996,0.6639855476611944,0.6424743567981764,0.5043478260869565,0.6101954460583429
ICD_49392,Asthma NOS w (ac) exac,"Asthma, unspecified type, with (acute) exacerbation",0.002925921000132996,0.8797133781129514,0.780038313247169,0.7673488687892529,0.7682375906302287
ICD_7295,Pain in limb,Pain in limb,0.002925921000132996,0.6937243871092897,0.6640873930017701,0.5829445427871675,0.7165850287349353
ICD_41511,Iatrogen pulm emb/infarc,Iatrogenic pulmonary embolism and infarction,0.002925921000132996,0.7096631829093819,0.6733213705472975,0.676745313901889,0.5753352409127283
ICD_30550,Opioid abuse-unspec,"Opioid abuse, unspecified",0.002925921000132996,0.8847813962511215,0.8429447852760736,0.6530711219961687,0.7554341763864303
ICD_7766,Anemia of prematurity,Anemia of prematurity,0.002925921000132996,0.9975363127136934,0.9920900118819563,0.9965324086423046,0.9972222895802517
ICD_99762,Infection amputat stump,Infection (chronic) of amputation stump,0.002925921000132996,0.7393147263512694,0.6661097504789156,0.6246902204224156,0.6660467033633212
ICD_2910,Delirium tremens,Alcohol withdrawal delirium,0.002925921000132996,0.8639564489924586,0.8875554693372778,0.7633102160576154,0.8097929144741628
ICD_99669,React-int pros devic NEC,"Infection and inflammatory reaction due to other internal prosthetic device, implant, and graft",0.002925921000132996,0.7221319624627174,0.7207691748102525,0.627363660612527,0.5942008778098402
ICD_501,Asbestosis,Asbestosis,0.002925921000132996,0.6251339751206383,0.5565726618007226,0.6800783239166809,0.6971725793544945
ICD_57410,Cholelith w cholecys NEC,"Calculus of gallbladder with other cholecystitis, without mention of obstruction",0.002925921000132996,0.614357768132108,0.5926210625863867,0.5086071437231746,0.5761500036373336
ICD_7210,Cervical spondylosis,Cervical spondylosis without myelopathy,0.002925921000132996,0.6718494628870729,0.618135745289653,0.6316545018065424,0.6212323286209656
ICD_27401,Acute gouty arthropathy,Acute gouty arthropathy,0.002925921000132996,0.6757123111617643,0.6502679502412765,0.6728994398506268,0.5945039889425059
ICD_53642,Gastrostomy comp - mech,Mechanical complication of gastrostomy,0.002925921000132996,0.8143941414680278,0.7913698198307427,0.6746380853075972,0.7539634811707365
ICD_72992,Nontrauma hema soft tiss,Nontraumatic hematoma of soft tissue,0.002792924591036042,0.668035112393608,0.6494386381823032,0.47230049225247944,0.5545478794345159
ICD_29620,Depress psychosis-unspec,"Major depressive affective disorder, single episode, unspecified",0.002792924591036042,0.6248308639879725,0.5775843255171076,0.4793375203084459,0.600927520065957
ICD_43882,Late ef CV dis dysphagia,"Other late effects of cerebrovascular disease, dysphagia",0.002792924591036042,0.8481970949829045,0.8028928926501613,0.7908969664637843,0.7269053565799365
ICD_7135,Arthropathy w nerve dis,Arthropathy associated with neurological disorders,0.002792924591036042,0.873139503867698,0.7761415165256189,0.7701374912097771,0.8437062004413299
ICD_V1042,Hx-uterus malignancy NEC,Personal history of malignant neoplasm of other parts of uterus,0.002792924591036042,0.6867116079439366,0.5747011324231917,0.8485293047843061,0.8249521084410388
ICD_6929,Dermatitis NOS,"Contact dermatitis and other eczema, unspecified cause",0.002792924591036042,0.6184558306457479,0.5786537015931521,0.5097468415819976,0.5142534979024709
ICD_2738,Dis plas protein met NEC,Other disorders of plasma protein metabolism,0.002792924591036042,0.7321103809500715,0.6933509541938456,0.4766774170081719,0.63525424961808
ICD_0549,Herpes simplex NOS,Herpes simplex without mention of complication,0.002792924591036042,0.7316569266956037,0.7008365867261572,0.5077766192196707,0.6314883969058415
ICD_V0259,Bacteria dis carrier NEC,Carrier or suspected carrier of other specified bacterial diseases,0.002792924591036042,0.6867455563907952,0.6827638885520987,0.47384514658454374,0.6393886854676398
ICD_7906,Abn blood chemistry NEC,Other abnormal blood chemistry,0.002792924591036042,0.4754261742525279,0.46607095225393436,0.4823249836319988,0.4738851572540556
ICD_V551,Atten to gastrostomy,Attention to gastrostomy,0.002792924591036042,0.7809379470889206,0.7240064017071219,0.6665304687310556,0.771924634447974
ICD_7854,Gangrene,Gangrene,0.002792924591036042,0.6418681345328452,0.6411770411503673,0.5521884623778461,0.6428126288222313
ICD_7318,Bone involv in oth dis,Other bone involvement in diseases classified elsewhere,0.002792924591036042,0.6079051383399209,0.4896893717112442,0.6640352578869516,0.5933448919711922
ICD_V1041,Hx-cervical malignancy,Personal history of malignant neoplasm of cervix uteri,0.002792924591036042,0.7902907441984529,0.6119256044035986,0.8055857319527632,0.8624105822158636
ICD_V1209,Prsnl hst oth nfct parst,Personal history of other infectious and parasitic diseases,0.002792924591036042,0.6145954072601179,0.5756395644899246,0.586238754576978,0.7342952059943257
ICD_73017,Chr osteomyelit-ankle,"Chronic osteomyelitis, ankle and foot",0.002792924591036042,0.6457625063653338,0.5944567036058099,0.5358204612138995,0.6216906326535561
ICD_7464,Cong aorta valv insuffic,Congenital insufficiency of aortic valve,0.0026599281819390877,0.707384,0.6398053333333333,0.677492,0.6063106666666667
ICD_V163,Family hx-breast malig,Family history of malignant neoplasm of breast,0.0026599281819390877,0.5940906666666667,0.5912186666666667,0.44796,0.587008
ICD_4739,Chronic sinusitis NOS,Unspecified sinusitis (chronic),0.0026599281819390877,0.6740373333333334,0.6131413333333333,0.4862226666666667,0.570636
ICD_71941,Joint pain-shlder,"Pain in joint, shoulder region",0.0026599281819390877,0.522272,0.488904,0.452376,0.56864
ICD_25200,Hyperparathyroidism NOS,"Hyperparathyroidism, unspecified",0.0026599281819390877,0.6972186666666667,0.6375466666666667,0.6414573333333333,0.6404066666666667
ICD_73730,Idiopathic scoliosis,"Scoliosis [and kyphoscoliosis], idiopathic",0.0026599281819390877,0.6506986666666666,0.5853813333333333,0.6475386666666667,0.7389053333333333
ICD_2883,Eosinophilia,Eosinophilia,0.0026599281819390877,0.660344,0.6630906666666667,0.4972626666666667,0.614696
ICD_V1009,Hx of GI malignancy NEC,Personal history of malignant neoplasm of other gastrointestinal tract,0.0026599281819390877,0.8477893333333333,0.793424,0.8039306666666667,0.8945173333333333
ICD_E9300,Adv eff penicillins,Penicillins causing adverse effects in therapeutic use,0.0026599281819390877,0.705064,0.6545920000000001,0.556624,0.6337146666666666
ICD_55090,Unilat inguinal hernia,"Inguinal hernia, without mention of obstruction or gangrene, unilateral or unspecified (not specified as recurrent)",0.0026599281819390877,0.542536,0.4961413333333333,0.638376,0.6141853333333334
ICD_70713,Ulcer of ankle,Ulcer of ankle,0.0026599281819390877,0.6730106666666666,0.6423306666666667,0.554372,0.5485373333333333
ICD_59010,Ac pyelonephritis NOS,Acute pyelonephritis without lesion of renal medullary necrosis,0.0026599281819390877,0.6773546666666667,0.674776,0.6198359999999999,0.5085146666666667
ICD_28489,Aplastic anemias NEC,Other specified aplastic anemias,0.0026599281819390877,0.7135973333333333,0.69648,0.5151546666666666,0.61726
ICD_53290,Duodenal ulcer NOS,"Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation, without mention of obstruction",0.0026599281819390877,0.592408,0.5594613333333334,0.499228,0.74462
ICD_E8844,Fall from bed,Accidental fall from bed,0.0026599281819390877,0.533888,0.5482266666666666,0.5018480000000001,0.51248
ICD_5778,Pancreatic disease NEC,Other specified diseases of pancreas,0.0026599281819390877,0.6242026666666667,0.635232,0.5339306666666667,0.5492413333333334
ICD_V1021,Hx-laryngeal malignancy,Personal history of malignant neoplasm of larynx,0.0026599281819390877,0.7494373333333333,0.6562613333333334,0.854448,0.8889146666666666
ICD_1991,Malignant neoplasm NOS,Other malignant neoplasm without specification of site,0.0026599281819390877,0.6528693333333333,0.5932373333333334,0.6214466666666667,0.6067
ICD_1978,Sec mal neo GI NEC,Secondary malignant neoplasm of other digestive organs and spleen,0.0026599281819390877,0.9092453333333333,0.848352,0.8497013333333333,0.8017733333333333
ICD_34510,Gen cnv epil w/o intr ep,"Generalized convulsive epilepsy, without mention of intractable epilepsy",0.0026599281819390877,0.7813226666666667,0.7009733333333333,0.5158346666666667,0.7381733333333333
ICD_V642,No proc/patient decision,Surgical or other procedure not carried out because of patient's decision,0.0026599281819390877,0.5758026666666667,0.5581946666666666,0.45456799999999997,0.538316
ICD_77989,Perinatal condition NEC,Other specified conditions originating in the perinatal period,0.0026599281819390877,0.9968906666666667,0.9860800000000001,0.989024,0.9965226666666667
ICD_V552,Atten to ileostomy,Attention to ileostomy,0.0026599281819390877,0.8104373333333333,0.7980746666666667,0.8639,0.7598666666666667
ICD_4571,Other lymphedema,Other lymphedema,0.0026599281819390877,0.554752,0.5194213333333333,0.5899893333333334,0.6435253333333333
ICD_E9323,Adv eff insulin/antidiab,Insulins and antidiabetic agents causing adverse effects in therapeutic use,0.0025269317728421332,0.558544,0.5338,0.481,0.5691146666666667
ICD_36960,"Blindness, one eye","Profound impairment, one eye, impairment level not further specified",0.0025269317728421332,0.6439119999999999,0.5507573333333333,0.5627146666666667,0.6765373333333333
ICD_5790,Celiac disease,Celiac disease,0.0025269317728421332,0.662424,0.5709306666666667,0.7435226666666667,0.745176
ICD_2441,Postablat hypothyr NEC,Other postablative hypothyroidism,0.0025269317728421332,0.622568,0.5376799999999999,0.5572026666666667,0.7172026666666667
ICD_56729,Suppurat peritonitis NEC,Other suppurative peritonitis,0.0025269317728421332,0.70272,0.6409333333333334,0.661392,0.5948053333333333
ICD_2411,Nontox multinodul goiter,Nontoxic multinodular goiter,0.0025269317728421332,0.5875306666666666,0.5774773333333333,0.7586746666666667,0.6336626666666667
ICD_99667,React-oth int ortho dev,"Infection and inflammatory reaction due to other internal orthopedic device, implant, and graft",0.0025269317728421332,0.570448,0.5415760000000001,0.6362306666666667,0.631888
ICD_28731,Immune thrombocyt purpra,Immune thrombocytopenic purpura,0.0025269317728421332,0.7486693333333333,0.681296,0.7701613333333334,0.7783106666666666
ICD_99649,Mech com orth dev NEC,"Other mechanical complication of other internal orthopedic device, implant, and graft",0.0025269317728421332,0.7734186666666667,0.7511173333333333,0.6348906666666667,0.7501026666666667
ICD_55320,Ventral hernia NOS,"Ventral, unspecified, hernia without mention of obstruction or gangrene",0.0025269317728421332,0.5583093333333333,0.5835359999999999,0.47594400000000003,0.5533186666666666
ICD_5178,Lung involv in oth dis,Lung involvement in other diseases classified elsewhere,0.0025269317728421332,0.858176,0.704688,0.8668560000000001,0.9669933333333334
ICD_57400,Cholelith w ac cholecyst,"Calculus of gallbladder with acute cholecystitis, without mention of obstruction",0.0025269317728421332,0.486576,0.4774506666666667,0.5194906666666667,0.4955986666666667
ICD_3241,Intraspinal abscess,Intraspinal abscess,0.0025269317728421332,0.67008,0.6403066666666667,0.6619200000000001,0.6118026666666667
ICD_71945,Joint pain-pelvis,"Pain in joint, pelvic region and thigh",0.0025269317728421332,0.49803200000000003,0.5021386666666666,0.4910426666666666,0.5133386666666666
ICD_2384,Polycythemia vera,Polycythemia vera,0.0025269317728421332,0.691152,0.46934133333333333,0.844956,0.891576
ICD_73007,Ac osteomyelitis-ankle,"Acute osteomyelitis, ankle and foot",0.0025269317728421332,0.725104,0.6362453333333333,0.5057933333333333,0.6557786666666667
ICD_44022,Ath ext ntv at w rst pn,Atherosclerosis of native arteries of the extremities with rest pain,0.0025269317728421332,0.757816,0.7219146666666667,0.6136733333333333,0.6216413333333333
ICD_4561,Esoph varices w/o bleed,Esophageal varices without mention of bleeding,0.0025269317728421332,0.8469733333333334,0.792104,0.7582666666666666,0.8196
ICD_7872,NA,NA,0.0025269317728421332,0.628552,0.6430773333333334,0.5230426666666667,0.38904
ICD_2535,Diabetes insipidus,Diabetes insipidus,0.0025269317728421332,0.82948,0.75052,0.791916,0.874892
ICD_30503,Alcohol abuse-in remiss,"Alcohol abuse, in remission",0.0025269317728421332,0.7303226666666667,0.6808106666666667,0.6046413333333334,0.6808813333333333
ICD_56039,Impaction intestine NEC,Other impaction of intestine,0.0025269317728421332,0.6760693333333333,0.6559253333333334,0.43330266666666667,0.5276026666666667
ICD_9951,Angioneurotic edema,"Angioneurotic edema, not elsewhere classified",0.0025269317728421332,0.7443946666666666,0.6730346666666667,0.8492546666666667,0.783548
ICD_30400,Opioid dependence-unspec,"Opioid type dependence, unspecified",0.0023939353637451788,0.8972362925442104,0.8496993394354099,0.6536612458899849,0.7941260108415533
ICD_4423,Lower extremity aneurysm,Aneurysm of artery of lower extremity,0.0023939353637451788,0.757960840072277,0.7364376906898901,0.470911460647531,0.5545987736603573
ICD_73027,Osteomyelitis NOS-ankle,"Unspecified osteomyelitis, ankle and foot",0.0023939353637451788,0.5803045113895554,0.5659024260197281,0.5445807044047513,0.6169258568085547
ICD_2532,Panhypopituitarism,Panhypopituitarism,0.0023939353637451788,0.6937764744216357,0.6309369353357623,0.819031961847211,0.7824209840338873
ICD_4532,Oth inf vena cava thromb,Other venous embolism and thrombosis of inferior vena cava,0.0023939353637451788,0.6587843241802186,0.6607867531621197,0.5340116709618176,0.5996119553304304
ICD_1974,Sec malig neo sm bowel,Secondary malignant neoplasm of small intestine including duodenum,0.0023939353637451788,0.8681921857874937,0.8075624277970319,0.7401892828579045,0.6902899967416096
ICD_20510,Ch myl leuk wo achv rmsn,"Chronic myeloid leukemia, without mention of having achieved remission",0.0023939353637451788,0.8377114251014544,0.7024171332089221,0.8581948517432388,0.8681122071151397
ICD_E9429,Adv eff cardiovasc NEC,Other and unspecified agents primarily affecting the cardiovascular system causing adverse effects in therapeutic use,0.0023939353637451788,0.5735152107586124,0.5701087117509405,0.6154625433217809,0.579743179596552
ICD_9072,Late eff spinal cord inj,Late effect of spinal cord injury,0.0023939353637451788,0.7772505109748511,0.7158565123374507,0.8871974880772535,0.9322758375544299
ICD_5128,NA,NA,0.0023939353637451788,0.5948843271423916,0.5838383838383838,0.48400574661571727,0.6039293225510234
ICD_V113,Hx of alcoholism,Personal history of alcoholism,0.0023939353637451788,0.6150182173642584,0.597701353713084,0.5399108385911905,0.6389096241002399
ICD_V463,Wheelchair dependence,Wheelchair dependence,0.0023939353637451788,0.7449687490743209,0.7024349062472229,0.550296217305015,0.7674649723036819
ICD_V161,Fm hx-trach/bronchog mal,"Family history of malignant neoplasm of trachea, bronchus, and lung",0.0023939353637451788,0.6130602209781095,0.6536508782843093,0.38836754643206256,0.5934639651648449
ICD_5839,Nephritis NOS,"Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney",0.0023939353637451788,0.7895346426138214,0.6597470304215172,0.759227169051216,0.7984256050238454
ICD_V1749,Fam hx-cardiovas dis NEC,Family history of other cardiovascular diseases,0.0023939353637451788,0.5234781835954856,0.505524452738529,0.46653633105246006,0.6563701531443467
ICD_11289,Candidiasis site NEC,Other candidiasis of other specified sites,0.0023939353637451788,0.6500162919517758,0.633425160697888,0.40653899700820517,0.5898086436209603
ICD_04109,Other streptococcus,"Streptococcus infection in conditions classified elsewhere and of unspecified site, other streptococcus",0.0023939353637451788,0.6508012678100654,0.5981516040167066,0.4829349210580882,0.590238158713232
