ICD,NAME,prevalence,AUC_WeightP2V,AUC_P2V,AUC_LR,AUC_RF
ICD_783.3,Feeding difficulties and mismanagement,3.983379155211197e-4,0.8983892829680141,0.9000437258533015,0.8610937193342577,0.594651258742298
ICD_365.9,Unspecified glaucoma,3.983379155211197e-4,0.7630600651352812,0.7215496448538393,0.6833397298097711,0.5442802554484574
ICD_V16.49,Family history of other malignant neoplasm,3.983379155211197e-4,0.5857235855015855,0.5841013777933642,0.6498237100451951,0.5124704632167367
ICD_455.0,Internal hemorrhoids without mention of complication,3.983379155211197e-4,0.825544294182148,0.7870990194469737,0.7456441374340033,0.6216393487329844
ICD_Z80.49,Family history of malignant neoplasm of other genital organs,3.983379155211197e-4,0.5861964344891268,0.5869611006903445,0.6498237100451951,0.5124704632167367
ICD_727.61,Complete rupture of rotator cuff,3.9443264183954013e-4,0.9315689308024627,0.9094394708079353,0.8812155569671103,0.8073891518445762
ICD_Z68.41,"Body mass index (BMI) 40.0-44.9, adult",3.9443264183954013e-4,0.9682532868439526,0.9648626752352736,0.942251116195568,0.8657878819356031
ICD_V85.41,"Body Mass Index 40.0-44.9, adult",3.9443264183954013e-4,0.9683613289981648,0.9640859115911213,0.942251116195568,0.8657878819356031
ICD_V65.49,Other specified counseling,3.905273681579605e-4,0.7920811520370051,0.7316074447969245,0.6798452282352206,0.5601661327374162
ICD_V10.51,Personal history of malignant neoplasm of bladder,3.905273681579605e-4,0.9296041474582363,0.8823648638089732,0.8778943288900001,0.892098685752684
ICD_443.0,Raynaud's syndrome,3.905273681579605e-4,0.683171211576628,0.6434302480036255,0.6745785344814115,0.5559955931302839
ICD_453.40,Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity,3.905273681579605e-4,0.7810979356472004,0.7212717100842305,0.6436961447703583,0.5637393539716522
ICD_I73.00,Raynaud's syndrome w/out gangrene,3.905273681579605e-4,0.6719705896141644,0.6336517791564439,0.6745785344814115,0.5559955931302839
ICD_K43.2,Incisional hernia w/out obstruction or gangrene,3.905273681579605e-4,0.7925461705552344,0.7274873185291681,0.7139193324061196,0.6554342641934022
ICD_Z85.51,Personal history of malignant neoplasm of bladder-Z85.51,3.905273681579605e-4,0.9278655123376724,0.8816352299542123,0.8778943288900001,0.892098685752684
ICD_M32.9,"Systemic lupus erythematosus, unspecified",3.905273681579605e-4,0.8333837414636434,0.7744376240408807,0.7618758106608742,0.6539919207388539
ICD_M47.816,"Spondylosis w/out myelopathy or radiculopathy, lumbar region",3.905273681579605e-4,0.8371600850119548,0.762085199481177,0.7096381366129613,0.5686811739150818
ICD_553.21,Incisional hernia without mention of obstruction or gangrene,3.905273681579605e-4,0.794459877170227,0.7241583972746167,0.7139193324061196,0.6554342641934022
ICD_R10.31,Right lower quadrant pain,3.905273681579605e-4,0.5963964307480739,0.560112718976106,0.6291978559484928,0.5085820506008658
ICD_784.99,Other symptoms involving head and neck,3.866220944763809e-4,0.8633397873155029,0.8434973863716275,0.7921921661470664,0.6313118929857872
ICD_478.79,Other diseases of larynx,3.866220944763809e-4,0.7976847550065244,0.7369340146738239,0.6391558878913607,0.554170053835275
ICD_O09.529,"Supervision of elderly multigravida, unspecified trimester",3.866220944763809e-4,0.9476817702351094,0.9374798527929491,0.942736957252135,0.7582700046099873
ICD_N28.1,"Cyst of kidney, acquired",3.866220944763809e-4,0.7505158810154474,0.7190095403295751,0.718264253846214,0.5639536032129268
ICD_I78.1,"Nevus, non-neoplastic-I78.1",3.866220944763809e-4,0.8142259675113102,0.8002046834345187,0.7182003859887641,0.5688209840369425
ICD_V58.89,Encounter for other specified aftercare,3.866220944763809e-4,0.6844048037629998,0.6823933959979059,0.7240358797652813,0.5676435307814319
ICD_J45.30,"Mild persistent asthma, uncomplicated",3.866220944763809e-4,0.9527225178343999,0.9578586843565161,0.9094626473828554,0.8338090215106694
ICD_790.21,Impaired fasting glucose,3.866220944763809e-4,0.7883407327535688,0.7611816100575858,0.6816797074611471,0.5281441753982952
ICD_M62.838,Other muscle spasm,3.866220944763809e-4,0.7570506082839127,0.6835036997101178,0.6830633287233461,0.5646240672589329
ICD_V67.09,"Follow-up examination, following other surgery",3.866220944763809e-4,0.8748415023870357,0.8374380034848378,0.8282448293914035,0.7411425111147574
ICD_250.02,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled",3.827168207948013e-4,0.9339180729838641,0.9198019124670097,0.8191195354867763,0.7257218951432803
ICD_789.03,"Abdominal pain, right lower quadrant",3.827168207948013e-4,0.5939955832782001,0.5676666559828498,0.6455114813558624,0.5318948610362313
ICD_R10.32,Left lower quadrant pain,3.827168207948013e-4,0.5921499459351026,0.5492337710030685,0.6195417376064136,0.5195541595368135
ICD_078.19,Other specified viral warts,3.827168207948013e-4,0.8687125059817415,0.84021340844535,0.795668063057482,0.596018970631782
ICD_B34.9,"Viral infection, unspecified",3.827168207948013e-4,0.7861510146357129,0.7171347374420104,0.7147236869947811,0.5387123959543734
ICD_729.89,Other musculoskeletal symptoms referable to limbs,3.788115471132217e-4,0.7998639498304635,0.7329535611594307,0.6566086545256933,0.5399350779816865
ICD_843.8,Sprain and strain of other specified sites of hip and thigh,3.788115471132217e-4,0.8068454507068485,0.7773114974831038,0.7435435966485606,0.600610615229965
ICD_784.2,"Swelling, mass, or lump in head and neck",3.788115471132217e-4,0.6664742850509374,0.666646723697605,0.6639951326824016,0.5737721679495651
ICD_788.62,Slowing of urinary stream,3.788115471132217e-4,0.8882800082153126,0.7651449734788277,0.824127218708461,0.6642228556630804
ICD_B07.8,Other viral warts,3.788115471132217e-4,0.8593870471053779,0.8024445817206743,0.7848318093333095,0.5966446539235772
ICD_Z30.431,Encounter for routine checking of intrauterine contraceptive device,3.7490627343164207e-4,0.9672830848647748,0.9381129509678292,0.9160680566841688,0.8468105062611994
ICD_V25.42,Surveillance of previously prescribed intrauterine contraceptive device,3.7490627343164207e-4,0.9683930706182023,0.9419445985435679,0.9160680566841688,0.8468105062611994
ICD_Z33.1,"Pregnant state, incidental-Z33.1",3.7490627343164207e-4,0.9301834278764012,0.918358495983873,0.8945376961182647,0.7466712147612202
ICD_E04.9,"Nontoxic goiter, unspecified",3.7490627343164207e-4,0.7526349810653415,0.6991220582260282,0.6692933621911072,0.5376750218777347
ICD_492.8,Other emphysema,3.7490627343164207e-4,0.808795060971163,0.8059372167614701,0.7426141972173605,0.6325906949306164
ICD_183.0,Malignant neoplasm of ovary,3.7490627343164207e-4,0.603682752010668,0.547771319722257,0.6747635283837563,0.5436707908801099
ICD_M62.81,Muscle weakness (generalized)-M62.81,3.7490627343164207e-4,0.7746577534431387,0.7351065855888236,0.7147826746572488,0.5864219518325207
ICD_473.8,Other chronic sinusitis,3.710009997500625e-4,0.9123708833066375,0.8509312289200557,0.8441391732104023,0.8647227214126655
ICD_Z30.011,Encounter for initial prescription of contraceptive pills,3.710009997500625e-4,0.9198173776874894,0.9168736407912386,0.9160550390019664,0.7447240236486046
ICD_Z84.0,Family history of diseases of the skin and subcutaneous tissue,3.710009997500625e-4,0.7501699580680027,0.7501181616335247,0.7474519474938469,0.5214968225443085
ICD_C56.9,Malignant neoplasm of unspecified ovary,3.710009997500625e-4,0.5952054928311912,0.5572384621895795,0.6626075158547226,0.5691397592165749
ICD_Z83.2,Family history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3.710009997500625e-4,0.5665360686799235,0.5661442421637952,0.7049441015223138,0.5263863603807738
ICD_530.85,Barrett's esophagus,3.710009997500625e-4,0.7623199821593677,0.7234587060983709,0.7284729981378025,0.5978562917529399
ICD_J43.9,"Emphysema, unspecified",3.710009997500625e-4,0.8124375089528721,0.8092276275865662,0.7162073843288927,0.6109708006146554
ICD_840.7,Superior glenoid labrum lesions (SLAP),3.710009997500625e-4,0.8657703702256775,0.8574747203448321,0.8661120443802008,0.715458875389043
ICD_789.04,"Abdominal pain, left lower quadrant",3.710009997500625e-4,0.5376141409800628,0.5028646748967978,0.6038713358336264,0.5108767629019025
ICD_240.9,"Goiter, unspecified",3.670957260684829e-4,0.7523335597007296,0.7471246381100178,0.7054683934869362,0.5416548814314177
ICD_252.00,"Hyperparathyroidism, unspecified",3.670957260684829e-4,0.8334238470432456,0.7457780042375312,0.7463113612881829,0.6085233226300623
ICD_E21.3,"Hyperparathyroidism, unspecified-E21.3",3.670957260684829e-4,0.8377089402930363,0.7507746835358865,0.7463113612881829,0.6085233226300623
ICD_I05.9,"Rheumatic mitral valve disease, unspecified",3.670957260684829e-4,0.7979824763374033,0.798692732442881,0.7041082440678305,0.5546568372789697
ICD_I83.90,Asymptomatic varicose veins of unspecified lower extremity,3.670957260684829e-4,0.6485880077369439,0.6024154093855746,0.6279032699144431,0.5294583557414889
ICD_G35,Multiple sclerosis-G35,3.6319045238690327e-4,0.6885642079868444,0.6057932699420914,0.7190993296806731,0.5968505032631561
ICD_340,Multiple sclerosis,3.6319045238690327e-4,0.6967456713184387,0.6039095033998066,0.7190993296806731,0.5968505032631561
ICD_J32.4,Chronic pansinusitis,3.6319045238690327e-4,0.9282995547052852,0.8770547709506791,0.8738166341996847,0.8655415934788081
ICD_757.39,Other specified congenital anomaly of skin,3.6319045238690327e-4,0.8423354815071196,0.8221149188192459,0.7297436953709364,0.5502457715621156
ICD_V05.3,Need for prophylactic vaccination and inoculation against viral hepatitis,3.6319045238690327e-4,0.9120080953003171,0.8558734482594672,0.8067695236613313,0.7526718680334386
ICD_790.4,Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase (LDH),3.6319045238690327e-4,0.7233866835834105,0.6801342467311086,0.6659986248495929,0.546776675374401
ICD_388.01,Presbyacusis,3.6319045238690327e-4,0.8061862484294325,0.781710832069066,0.7464195718215191,0.597610509926119
ICD_793.19,Other nonspecific abnormal finding of lung field,3.592851787053237e-4,0.7427044500111765,0.6926115560193744,0.6677115669580708,0.5717320474589952
ICD_K74.60,Unspecified cirrhosis of liver,3.592851787053237e-4,0.9026293636736084,0.8301369918856615,0.8217321833434228,0.6937285939562683
ICD_K22.70,Barrett's esophagus w/out dysplasia,3.592851787053237e-4,0.7874432937298169,0.7152067413623365,0.7289501093529931,0.5711522116209721
ICD_H66.3X9,"Other chronic suppurative otitis media, unspecified ear",3.592851787053237e-4,0.9387774919675318,0.9510421486317457,0.9049097591516464,0.8387344335895435
ICD_B20,Human immunodeficiency virus [HIV] disease,3.5537990502374406e-4,0.7003362094180082,0.6472070532978723,0.7600874545342751,0.6023415421607017
ICD_M48.00,"Spinal stenosis, site unspecified",3.5537990502374406e-4,0.8312810811967656,0.8012144915533201,0.6989361351577488,0.5354369890148489
ICD_M75.100,"Unspecified rotator cuff tear or rupture of unspecified shoulder, not specified as traumatic",3.5537990502374406e-4,0.8924574710542953,0.8743977734151668,0.8436673765440172,0.7247407260452063
ICD_724.00,"Spinal stenosis, unspecified region other than cervical",3.5537990502374406e-4,0.8313353156451692,0.8019197601930359,0.6989361351577488,0.5354369890148489
ICD_D63.1,Anemia in chronic kidney disease-D63.1,3.5537990502374406e-4,0.9465406642862166,0.8794971364279185,0.7509469202204979,0.7388483748859004
ICD_285.21,Anemia in chronic kidney disease,3.5537990502374406e-4,0.9467875813474262,0.8778487353165284,0.7509469202204979,0.7388483748859004
ICD_314.00,Attention deficit disorder of childhood without mention of hyperactivity,3.514746313421645e-4,0.7065096194665603,0.6505053725074509,0.6566222611150612,0.5401544948575506
ICD_701.2,Acquired acanthosis nigricans,3.514746313421645e-4,0.8457639534570786,0.8253502482456986,0.8141928650739702,0.652627011597532
ICD_I50.30,Unspecified diastolic (congestive) heart failure,3.514746313421645e-4,0.9080160919121126,0.9251278471858687,0.83290995700084125,0.6401649473080165
ICD_785.0,Unspecified tachycardia,3.514746313421645e-4,0.684973317602569,0.6864326498437775,0.6250812105048863,0.5115053178143961
ICD_L83,Acanthosis nigricans,3.514746313421645e-4,0.8416603596024943,0.8282354718317746,0.8141928650739702,0.652627011597532
ICD_L63.9,"Alopecia areata, unspecified",3.514746313421645e-4,0.9217543274794402,0.8945095118167383,0.9004802397465715,0.7962287142010083
ICD_289.81,Primary hypercoagulable state,3.514746313421645e-4,0.6633480483694959,0.5694785841964852,0.6580620080338021,0.5793951469029406
ICD_704.01,Alopecia areata,3.514746313421645e-4,0.9159680627285931,0.8844157436128495,0.9004802397465715,0.7962287142010083
ICD_I82.409,Acute embolism and thrombosis of unspecified deep veins of unspecified lower extremity,3.4756935766058484e-4,0.7711770547933313,0.6894105523781744,0.6372389425397519,0.547243526302813
ICD_389.16,"Sensorineural hearing loss, asymmetrical",3.4756935766058484e-4,0.9154267413958947,0.8601108610876714,0.8674580950297424,0.7507377601372351
ICD_B02.9,Zoster w/out complications,3.4756935766058484e-4,0.6223697881398603,0.5967345376129012,0.6123644751417667,0.5061201744608002
ICD_M79.7,Fibromyalgia,3.4756935766058484e-4,0.7795829122869158,0.7307613387366176,0.6658221604108718,0.5275896351394054
ICD_053.9,Herpes zoster without mention of complication,3.4756935766058484e-4,0.588429036749973,0.5663102443631868,0.6123644751417667,0.5061201744608002
ICD_F41.0,Panic disorder [episodic paroxysmal anxiety],3.4756935766058484e-4,0.7244628315849055,0.6540752952533744,0.6483544637865355,0.5130648359394805
ICD_V25.11,Encounter for insertion of intrauterine contraceptive device,3.4756935766058484e-4,0.9490448236466613,0.9277646341844548,0.9040319752198991,0.711523771325784
ICD_Z30.430,Encounter for insertion of intrauterine contraceptive device-Z30.430,3.4756935766058484e-4,0.9499273716633156,0.9309059529886482,0.9040319752198991,0.711523771325784
ICD_V25.09,Other general counseling and advice for contraceptive management,3.4366408397900526e-4,0.8583232767560596,0.855422294561706,0.7896871723769557,0.5887109800066483
ICD_N18.4,"Chronic kidney disease, stage 4 (severe)",3.4366408397900526e-4,0.9040063592609534,0.8413444122602404,0.7268070586162907,0.6527052074484255
ICD_Q65.89,Other specified congenital deformities of hip,3.4366408397900526e-4,0.8236887087425809,0.8570696613602979,0.8608761794429592,0.6630953683157795
ICD_585.4,"Chronic kidney disease, Stage IV (severe)",3.4366408397900526e-4,0.9057446969460204,0.84771558839323,0.7268070586162907,0.6527052074484255
ICD_755.63,Other congenital deformity of hip (joint),3.4366408397900526e-4,0.8253012001125105,0.8617139000247183,0.8608761794429592,0.6630953683157795
ICD_V22.0,Supervision of normal first pregnancy,3.4366408397900526e-4,0.9590130608835488,0.9487334394985893,0.9566644564689303,0.7634000133535246
ICD_R25.2,Cramp and spasm,3.3975881029742563e-4,0.7103959218086213,0.6801514370198007,0.6709233890128342,0.542359055714305
ICD_300.01,Panic disorder without agoraphobia,3.3975881029742563e-4,0.7570099063911032,0.6691420747095453,0.6341392264534097,0.5239158336760474
ICD_315.31,Expressive language disorder,3.3975881029742563e-4,0.9179018047715748,0.9233644901301887,0.8839553860807641,0.7738338308902967
ICD_625.6,Female stress incontinence,3.3975881029742563e-4,0.8237046472033464,0.7906664386641181,0.7515088121919569,0.6250295302366183
ICD_386.11,Benign paroxysmal positional vertigo,3.3975881029742563e-4,0.7718335879716935,0.744307500857673,0.6756907021128947,0.5442859791217852
ICD_L03.90,"Cellulitis, unspecified",3.3975881029742563e-4,0.6146627480060431,0.5941141071072159,0.5325925381371552,0.5253661713826259
ICD_434.11,Cerebral embolism with cerebral infarction,3.3975881029742563e-4,0.8220802000740121,0.7852833766254059,0.7731312847197807,0.5960915852853832
ICD_335.20,Amyotrophic lateral sclerosis,3.3975881029742563e-4,0.9845007454475846,0.9792656897361208,0.9441418083514279,0.8620378597876664
ICD_R26.89,Other abnormalities of gait and mobility-R26.89,3.3585353661584605e-4,0.6970395166590443,0.6757601988688344,0.634508052745085,0.5330669041870786
ICD_G56.03,"Carpal tunnel syndrome, bilateral upper limbs",3.3585353661584605e-4,0.7938786527257884,0.7413304050293567,0.7612823921823223,0.6405428373477591
ICD_V65.3,Dietary surveillance and counseling,3.3585353661584605e-4,0.7887516677941254,0.7522134805552876,0.7625739275922513,0.5566456565035476
ICD_Z71.3,Dietary counseling and surveillance,3.3585353661584605e-4,0.7975197178100516,0.7571772610545928,0.7625739275922513,0.5566456565035476
ICD_202.80,"Other malignant lymphomas, unspecified site, extranodal and solid organ sites",3.3585353661584605e-4,0.8307149760508125,0.7774189169963189,0.7343630366490433,0.6445467243097017
ICD_721.0,Cervical spondylosis without myelopathy,3.3585353661584605e-4,0.8064344737474713,0.7573593988000785,0.7010958790608277,0.5473780904499969
ICD_423.9,Unspecified disease of pericardium,3.3585353661584605e-4,0.8626433376269436,0.8147294271473547,0.7642594285446406,0.5639699232873756
ICD_847.0,Neck sprain and strain,3.3585353661584605e-4,0.7544229364187729,0.7448044136060384,0.7147351325795258,0.5326702858003604
ICD_242.90,"Thyrotoxicosis without mention of goiter or other cause, without mention of thyrotoxic crisis or storm",3.3585353661584605e-4,0.7313149549370794,0.6803577233290579,0.5882087795699013,0.52558997166726
ICD_789.01,"Abdominal pain, right upper quadrant",3.3585353661584605e-4,0.7106677953973879,0.6019261648030436,0.6606432384178363,0.5254381962694106
ICD_E05.90,"Thyrotoxicosis, unspecified w/out thyrotoxic crisis or storm",3.3585353661584605e-4,0.7299897865496071,0.6750372442980656,0.5882087795699013,0.52558997166726
ICD_R10.11,Right upper quadrant pain,3.3585353661584605e-4,0.7107178178647984,0.6132647482241842,0.6606432384178363,0.5254381962694106
ICD_R73.02,Impaired glucose tolerance (oral),3.319482629342664e-4,0.7818493995715509,0.8002435691741905,0.7443565903586217,0.5278151454419585
ICD_338.3,Neoplasm related pain (acute) (chronic),3.319482629342664e-4,0.9436108743960738,0.8668720848467449,0.8107781312856928,0.6896092354598924
ICD_415.19,Other pulmonary embolism and infarction,3.319482629342664e-4,0.8186044331225005,0.7426524237903761,0.6581760384623072,0.5420596449213875
ICD_716.96,"Unspecified arthropathy, lower leg",3.319482629342664e-4,0.7894165423534178,0.7522584794960362,0.7386114649218598,0.5781049028176257
ICD_G89.3,Neoplasm related pain (acute) (chronic)-G89.3,3.319482629342664e-4,0.9487210665077396,0.8685557919677591,0.8107781312856928,0.6896092354598924
ICD_M75.50,Bursitis of unspecified shoulder,3.319482629342664e-4,0.9028200422634762,0.8705163194072212,0.847048079700994,0.5875218085715271
ICD_173.31,Basal cell carcinoma of skin of other and unspecified parts of face,3.2804298925268683e-4,0.8731867631027721,0.8440877449503124,0.8467398680700501,0.7671713935984582
ICD_M43.10,"Spondylolisthesis, site unspecified",3.2804298925268683e-4,0.850312226773669,0.7726461144657879,0.7071158275014044,0.6052593580599674
ICD_795.51,Nonspecific reaction to tuberculin skin test without active tuberculosis,3.2804298925268683e-4,0.6376554343903356,0.5896749746073913,0.6699466662202032,0.5250799355604419
ICD_M47.812,"Spondylosis w/out myelopathy or radiculopathy, cervical region",3.2804298925268683e-4,0.7950122405396255,0.7362608871972885,0.7155935173506859,0.5653552360861526
ICD_790.22,Impaired glucose tolerance test (oral),3.2804298925268683e-4,0.7691587512417265,0.7910359998362967,0.7214886207627829,0.5283889738409623
ICD_D47.2,Monoclonal gammopathy,3.2804298925268683e-4,0.8570379568344253,0.7925212349179065,0.6737560040032889,0.59521426525137755
ICD_273.1,Monoclonal paraproteinemia,3.2804298925268683e-4,0.8402097448089323,0.7706499205667109,0.6737560040032889,0.59521426525137755
ICD_333.1,Essential and other specified forms of tremor,3.2804298925268683e-4,0.7870359105436064,0.7637830150420978,0.7481578731969387,0.5699205853135847
ICD_726.19,Other specified disorders of rotator cuff syndrome of shoulder and allied disorders,3.241377155711072e-4,0.8729644309067862,0.8456214183214519,0.7864944372948842,0.5920132033093101
ICD_394.9,Other and unspecified mitral valve diseases,3.241377155711072e-4,0.8067958275340045,0.7950394391569944,0.7277624245157119,0.5714675622653528
ICD_F90.9,"Attention-deficit hyperactivity disorder, unspecified type",3.241377155711072e-4,0.7009069462101316,0.6834993048246324,0.6448735978831845,0.5088271645588176
ICD_355.9,Mononeuritis of unspecified site,3.241377155711072e-4,0.7993371929797147,0.783881344335595,0.7349419099780453,0.6048457648249821
ICD_428.30,Unspecified diastolic heart failure,3.241377155711072e-4,0.9004415116985532,0.914218001191304,0.8216403608735882,0.6340877948635525
ICD_783.0,Anorexia,3.241377155711072e-4,0.726856910697962,0.6749484803805029,0.5757529082215974,0.5493227574409064
ICD_R63.0,Anorexia-R63.0,3.241377155711072e-4,0.7277411618599671,0.6653946836291689,0.5757529082215974,0.5493227574409064
ICD_427.81,Sinoatrial node dysfunction,3.202324418895276e-4,0.8909485442097587,0.8665681714282121,0.7577970516600729,0.5973262982858359
ICD_F80.1,Expressive language disorder-F80.1,3.202324418895276e-4,0.9014435466213231,0.9133151511605904,0.8821636086836137,0.74515988262132
ICD_705.21,Primary focal hyperhidrosis,3.202324418895276e-4,0.7322762785721786,0.7401608649693547,0.8084262975045311,0.6116318582613754
ICD_R22.1,"Localized swelling, mass and lump, neck",3.202324418895276e-4,0.6942485666389272,0.6832501180056296,0.6575751229459541,0.5747185539532029
ICD_Z78.0,Asymptomatic menopausal state,3.202324418895276e-4,0.7713772748121962,0.708384068925578,0.6908847439920985,0.5155685679881075
ICD_034.0,Streptococcal sore throat,3.202324418895276e-4,0.8839182099503566,0.8556482344128236,0.8597197478252567,0.6608080293755411
ICD_R59.1,Generalized enlarged lymph nodes,3.202324418895276e-4,0.626454013249026,0.5986489522605534,0.6594261105630331,0.5320376184987092
ICD_R41.89,Other symptoms and signs involving cognitive functions and awareness-R41.89,3.202324418895276e-4,0.8919816770653272,0.8521428050104894,0.8565735471872927,0.651657595589324
ICD_Z83.6,Family history of other diseases of the respiratory system,3.202324418895276e-4,0.6116999270718539,0.6082250066744403,0.6749227603846384,0.5126949284353264
ICD_698.3,Lichenification and lichen simplex chronicus,3.16327168207948e-4,0.8224127956167993,0.8010220341515247,0.774551343910214,0.5754833762476009
ICD_Z92.89,Personal history of other medical treatment-Z92.89,3.16327168207948e-4,0.5479250799211536,0.5421076431606244,0.6622973387056204,0.5300067725269415
ICD_M54.30,"Sciatica, unspecified side",3.16327168207948e-4,0.7130933488221063,0.6542194710340128,0.583371273966818,0.5175915720342278
ICD_H93.19,"Tinnitus, unspecified ear",3.16327168207948e-4,0.7810389063950643,0.7702578591039989,0.7721016862334383,0.5656442132816227
ICD_632,Missed abortion,3.16327168207948e-4,0.9537549031265674,0.9297849979953016,0.9090376647016047,0.7786099817214186
ICD_O02.1,Missed abortion-O02.1,3.16327168207948e-4,0.9541355290498339,0.9332544602635225,0.9090376647016047,0.7786099817214186
ICD_I95.1,Orthostatic hypotension-I95.1,3.16327168207948e-4,0.8139691848118555,0.7446491701463048,0.75513942182362,0.5788018001125069
ICD_996.81,Complications of transplanted kidney,3.16327168207948e-4,0.8902049518338798,0.9117550982607144,0.8548741232302629,0.7399559652356321
ICD_R74.0,Nonspecific elevation of levels of transaminase and lactic acid dehydrogenase [LDH],3.16327168207948e-4,0.7155766976289676,0.6517372465352256,0.6914492369187708,0.5496938451945929
ICD_Z34.00,"Encounter for supervision of normal first pregnancy, unspecified trimester",3.16327168207948e-4,0.9574885777922095,0.9433150166397595,0.9390691529501082,0.7907230863514335
ICD_J35.1,Hypertrophy of tonsils,3.124218945263684e-4,0.8992982959872492,0.9044288900868804,0.8798617882367649,0.6459169909056817
ICD_474.11,Hypertrophy of tonsils alone,3.124218945263684e-4,0.9018880476904806,0.911120011406963,0.8798617882367649,0.6459169909056817
ICD_M22.40,"Chondromalacia patellae, unspecified knee",3.124218945263684e-4,0.8362133180198762,0.8195972013875867,0.7741083622413901,0.596405497999875
ICD_R93.89,Abnormal findings on dx imaging of oth body structures,3.124218945263684e-4,0.6794309409963123,0.6730500148446777,0.5886755812863305,0.5167200684417776
ICD_Z91.09,"Other allergy status, other than to drugs and biological substances",3.124218945263684e-4,0.8167690363460216,0.8062808417713606,0.8102180019063692,0.6090241968248015
ICD_429.3,Cardiomegaly,3.124218945263684e-4,0.8472241233827115,0.826793178479905,0.7408635500656291,0.5390179269016813
ICD_I51.7,Cardiomegaly-I51.7,3.124218945263684e-4,0.8468047221701356,0.8287160720982562,0.7408635500656291,0.5390179269016813
ICD_V18.8,Family history of infectious and parasitic diseases,3.124218945263684e-4,0.532781326176636,0.5292116499468716,0.6200921151321958,0.5333297002937684
ICD_N83.209,"Unspecified ovarian cyst, unspecified side",3.085166208447888e-4,0.7905311813927324,0.7171141390544795,0.7452122772339113,0.5741068652191916
ICD_G25.0,Essential tremor,3.085166208447888e-4,0.8002354816279015,0.7745002265748908,0.7371872094567672,0.5513999593727782
ICD_V58.11,Encounter for antineoplastic chemotherapy,3.085166208447888e-4,0.9349767956060097,0.8701399881243504,0.8707248833920606,0.7129366059081356
ICD_441.4,Abdominal aneurysm without mention of rupture,3.085166208447888e-4,0.831805880009063,0.7721601571960967,0.7135614642988288,0.6228028876579188
ICD_K43.9,Ventral hernia w/out obstruction or gangrene,3.085166208447888e-4,0.7010208956739822,0.667863984749166,0.7037198128022626,0.5983675279116827
ICD_I71.4,"Abdominal aortic aneurysm, w/out rupture",3.085166208447888e-4,0.8327471228895331,0.7723777472205511,0.7135614642988288,0.6228028876579188
ICD_Z51.11,Encounter for antineoplastic chemotherapy-Z51.11,3.085166208447888e-4,0.9331924206792559,0.8833251037166094,0.8707248833920606,0.7129366059081356
ICD_N50.819,"Testicular pain, unspecified",3.085166208447888e-4,0.7928803723641137,0.7535255248333893,0.7851805176845609,0.5929912573343855
ICD_B97.7,Papillomavirus as the cause of diseases classified elsewhere,3.085166208447888e-4,0.8755774925191221,0.8723276468244358,0.7916667708390303,0.607199339026353
ICD_L08.9,"Local infection of the skin and subcutaneous tissue, unspecified",3.085166208447888e-4,0.699909233317447,0.6434604431492347,0.6037362980788012,0.536698237403608
ICD_J00,Acute nasopharyngitis [common cold],3.085166208447888e-4,0.7421946903346277,0.7299547240864734,0.6782933441672592,0.52395009883353
ICD_E73.9,"Lactose intolerance, unspecified",3.085166208447888e-4,0.7983216855609292,0.7820600931300931,0.7183326041267881,0.5631973232911175
ICD_847.2,Lumbar sprain and strain,3.085166208447888e-4,0.7611448868297485,0.735404377583149,0.7271928738290375,0.5296823263772238
ICD_R20.9,Unspecified disturbances of skin sensation,3.085166208447888e-4,0.8188338815403967,0.7867750580109849,0.7340920011250616,0.5647040267827147
ICD_745.4,Ventricular septal defect,3.046113471632092e-4,0.8730950430582441,0.8863494938725616,0.8434063401303797,0.723269621916423
ICD_455.8,Unspecified hemorrhoids with other complication,3.046113471632092e-4,0.866546587984479,0.8355648055272253,0.8345400499666749,0.7671643902000249
ICD_Q21.0,Ventricular septal defect-Q21.0,3.046113471632092e-4,0.8828207952878834,0.8928323403904099,0.8434063401303797,0.723269621916423
ICD_I49.5,Sick sinus syndrome,3.046113471632092e-4,0.9020034549165048,0.8708729864433692,0.7911332891402114,0.5727824258017316
ICD_K50.90,"Crohn's disease, unspecified, w/out complications",3.046113471632092e-4,0.6807442193853951,0.6285635612684748,0.7191632875756226,0.5407613637524648
ICD_F90.2,"Attention-deficit hyperactivity disorder, combined type",3.046113471632092e-4,0.6834197262791014,0.6767120878205078,0.8420233919042448,0.6528267671689577
ICD_555.9,Regional enteritis of unspecified site,3.046113471632092e-4,0.6741813604790486,0.6262422604441309,0.7191632875756226,0.5407613637524648
ICD_S83.249A,"Other tear of medial meniscus, current injury, unspecified knee, initial encounter",3.046113471632092e-4,0.8802652468774834,0.8721812510980668,0.8259514793176791,0.6249160260567135
ICD_791.0,Proteinuria,3.046113471632092e-4,0.7490142389597829,0.7109518809822732,0.6909284301805768,0.5115746313850897
ICD_N60.99,Unspecified benign mammary dysplasia of unspecified breast,3.046113471632092e-4,0.8357987125497849,0.7002929447063111,0.8501096113629611,0.7113425273457462
