ICD,num_pts_last_visit,if_last_then_num_pts_prev_visits,if_last_then_num_seq_prev_visits,SHORT_TITLE,LONG_TITLE
ICD_9341,23,0,0,Foreign body bronchus,Foreign body in main bronchus
ICD_30590,23,4,6,Drug abuse NEC-unspec,"Other, mixed, or unspecified drug abuse, unspecified"
ICD_E8499,23,0,0,Accident in place NOS,Accidents occurring in unspecified place
ICD_4471,23,2,2,Stricture of artery,Stricture of artery
ICD_9092,23,8,10,Late effect of radiation,Late effect of radiation
ICD_70721,23,0,0,"Pressure ulcer, stage I","Pressure ulcer, stage I"
ICD_5720,23,7,8,Abscess of liver,Abscess of liver
ICD_45342,23,1,1,Ac DVT/emb distl low ext,Acute venous embolism and thrombosis of deep vessels of distal lower extremity
ICD_25082,23,4,6,DMII oth uncntrld,"Diabetes with other specified manifestations, type II or unspecified type, uncontrolled"
ICD_0785,23,3,4,Cytomegaloviral disease,Cytomegaloviral disease
ICD_9999,23,2,2,Complic med care NEC/NOS,"Other and unspecified complications of medical care, not elsewhere classified"
ICD_V1551,23,3,3,Hx traumatic fracture,Personal history of traumatic fracture
ICD_72887,23,5,6,Muscle weakness-general,Muscle weakness (generalized)
ICD_53190,23,3,7,Stomach ulcer NOS,"Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction"
ICD_2819,23,3,4,Deficiency anemia NOS,Unspecified deficiency anemia
ICD_41011,23,3,3,"AMI anterior wall, init","Acute myocardial infarction of other anterior wall, initial episode of care"
ICD_82021,23,0,0,Intertrochanteric fx-cl,Closed fracture of intertrochanteric section of neck of femur
ICD_V446,23,4,8,Urinostomy status NEC,Other artificial opening of urinary tract status
ICD_78900,23,3,9,Abdmnal pain unspcf site,"Abdominal pain, unspecified site"
ICD_V4283,23,15,37,Trnspl status-pancreas,Pancreas replaced by transplant
ICD_3559,23,2,3,Mononeuritis NOS,Mononeuritis of unspecified site
ICD_53540,23,2,2,Oth spf gstrt w/o hmrhg,"Other specified gastritis, without mention of hemorrhage"
ICD_78194,23,0,0,Facial weakness,Facial weakness
ICD_78702,22,2,2,Nausea alone,Nausea alone
ICD_35800,22,13,19,Mysthna grvs w/o ac exac,Myasthenia gravis without (acute) exacerbation
ICD_45381,22,0,0,Ac embl suprfcl up ext,Acute venous embolism and thrombosis of superficial veins of upper extremity
ICD_11284,22,1,1,Candidal esophagitis,Candidal esophagitis
ICD_5531,22,6,6,Umbilical hernia,Umbilical hernia without mention of obstruction or gangrene
ICD_78062,22,0,0,Postprocedural fever,Postprocedural fever
ICD_49392,22,8,8,Asthma NOS w (ac) exac,"Asthma, unspecified type, with (acute) exacerbation"
ICD_7295,22,2,3,Pain in limb,Pain in limb
ICD_41511,22,2,2,Iatrogen pulm emb/infarc,Iatrogenic pulmonary embolism and infarction
ICD_30550,22,3,3,Opioid abuse-unspec,"Opioid abuse, unspecified"
ICD_7766,22,11,11,Anemia of prematurity,Anemia of prematurity
ICD_99762,22,2,2,Infection amputat stump,Infection (chronic) of amputation stump
ICD_2910,22,4,4,Delirium tremens,Alcohol withdrawal delirium
ICD_99669,22,0,0,React-int pros devic NEC,"Infection and inflammatory reaction due to other internal prosthetic device, implant, and graft"
ICD_501,22,9,11,Asbestosis,Asbestosis
ICD_57410,22,0,0,Cholelith w cholecys NEC,"Calculus of gallbladder with other cholecystitis, without mention of obstruction"
ICD_7210,22,8,10,Cervical spondylosis,Cervical spondylosis without myelopathy
ICD_27401,22,3,4,Acute gouty arthropathy,Acute gouty arthropathy
ICD_53642,22,1,1,Gastrostomy comp - mech,Mechanical complication of gastrostomy
ICD_72992,21,0,0,Nontrauma hema soft tiss,Nontraumatic hematoma of soft tissue
ICD_29620,21,2,2,Depress psychosis-unspec,"Major depressive affective disorder, single episode, unspecified"
ICD_43882,21,8,17,Late ef CV dis dysphagia,"Other late effects of cerebrovascular disease, dysphagia"
ICD_7135,21,9,12,Arthropathy w nerve dis,Arthropathy associated with neurological disorders
ICD_V1042,21,14,26,Hx-uterus malignancy NEC,Personal history of malignant neoplasm of other parts of uterus
ICD_6929,21,3,7,Dermatitis NOS,"Contact dermatitis and other eczema, unspecified cause"
ICD_2738,21,2,2,Dis plas protein met NEC,Other disorders of plasma protein metabolism
ICD_0549,21,1,1,Herpes simplex NOS,Herpes simplex without mention of complication
ICD_V0259,21,2,2,Bacteria dis carrier NEC,Carrier or suspected carrier of other specified bacterial diseases
ICD_7906,21,1,1,Abn blood chemistry NEC,Other abnormal blood chemistry
ICD_V551,21,2,2,Atten to gastrostomy,Attention to gastrostomy
ICD_7854,21,2,2,Gangrene,Gangrene
ICD_7318,21,1,1,Bone involv in oth dis,Other bone involvement in diseases classified elsewhere
ICD_V1041,21,15,26,Hx-cervical malignancy,Personal history of malignant neoplasm of cervix uteri
ICD_V1209,21,3,3,Prsnl hst oth nfct parst,Personal history of other infectious and parasitic diseases
ICD_73017,21,4,5,Chr osteomyelit-ankle,"Chronic osteomyelitis, ankle and foot"
ICD_7464,20,6,6,Cong aorta valv insuffic,Congenital insufficiency of aortic valve
ICD_V163,20,3,3,Family hx-breast malig,Family history of malignant neoplasm of breast
ICD_4739,20,4,4,Chronic sinusitis NOS,Unspecified sinusitis (chronic)
ICD_71941,20,1,1,Joint pain-shlder,"Pain in joint, shoulder region"
ICD_25200,20,6,7,Hyperparathyroidism NOS,"Hyperparathyroidism, unspecified"
ICD_73730,20,9,14,Idiopathic scoliosis,"Scoliosis [and kyphoscoliosis], idiopathic"
ICD_2883,20,1,2,Eosinophilia,Eosinophilia
ICD_V1009,20,12,18,Hx of GI malignancy NEC,Personal history of malignant neoplasm of other gastrointestinal tract
ICD_E9300,20,0,0,Adv eff penicillins,Penicillins causing adverse effects in therapeutic use
ICD_55090,20,5,7,Unilat inguinal hernia,"Inguinal hernia, without mention of obstruction or gangrene, unilateral or unspecified (not specified as recurrent)"
ICD_70713,20,2,2,Ulcer of ankle,Ulcer of ankle
ICD_59010,20,0,0,Ac pyelonephritis NOS,Acute pyelonephritis without lesion of renal medullary necrosis
ICD_28489,20,2,4,Aplastic anemias NEC,Other specified aplastic anemias
ICD_53290,20,1,1,Duodenal ulcer NOS,"Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation, without mention of obstruction"
ICD_E8844,20,0,0,Fall from bed,Accidental fall from bed
ICD_5778,20,3,6,Pancreatic disease NEC,Other specified diseases of pancreas
ICD_V1021,20,13,17,Hx-laryngeal malignancy,Personal history of malignant neoplasm of larynx
ICD_1991,20,6,9,Malignant neoplasm NOS,Other malignant neoplasm without specification of site
ICD_1978,20,6,7,Sec mal neo GI NEC,Secondary malignant neoplasm of other digestive organs and spleen
ICD_34510,20,2,3,Gen cnv epil w/o intr ep,"Generalized convulsive epilepsy, without mention of intractable epilepsy"
ICD_V642,20,1,1,No proc/patient decision,Surgical or other procedure not carried out because of patient's decision
ICD_77989,20,5,5,Perinatal condition NEC,Other specified conditions originating in the perinatal period
ICD_V552,20,1,1,Atten to ileostomy,Attention to ileostomy
ICD_4571,20,5,6,Other lymphedema,Other lymphedema
ICD_E9323,19,2,2,Adv eff insulin/antidiab,Insulins and antidiabetic agents causing adverse effects in therapeutic use
ICD_36960,19,7,7,"Blindness, one eye","Profound impairment, one eye, impairment level not further specified"
ICD_5790,19,9,14,Celiac disease,Celiac disease
ICD_2441,19,5,12,Postablat hypothyr NEC,Other postablative hypothyroidism
ICD_56729,19,2,2,Suppurat peritonitis NEC,Other suppurative peritonitis
ICD_2411,19,8,10,Nontox multinodul goiter,Nontoxic multinodular goiter
ICD_99667,19,1,1,React-oth int ortho dev,"Infection and inflammatory reaction due to other internal orthopedic device, implant, and graft"
ICD_28731,19,10,15,Immune thrombocyt purpra,Immune thrombocytopenic purpura
ICD_99649,19,4,4,Mech com orth dev NEC,"Other mechanical complication of other internal orthopedic device, implant, and graft"
ICD_55320,19,1,2,Ventral hernia NOS,"Ventral, unspecified, hernia without mention of obstruction or gangrene"
ICD_5178,19,10,14,Lung involv in oth dis,Lung involvement in other diseases classified elsewhere
ICD_57400,19,1,1,Cholelith w ac cholecyst,"Calculus of gallbladder with acute cholecystitis, without mention of obstruction"
ICD_3241,19,5,6,Intraspinal abscess,Intraspinal abscess
ICD_71945,19,2,3,Joint pain-pelvis,"Pain in joint, pelvic region and thigh"
ICD_2384,19,16,21,Polycythemia vera,Polycythemia vera
ICD_73007,19,2,2,Ac osteomyelitis-ankle,"Acute osteomyelitis, ankle and foot"
ICD_44022,19,3,3,Ath ext ntv at w rst pn,Atherosclerosis of native arteries of the extremities with rest pain
ICD_4561,19,6,6,Esoph varices w/o bleed,Esophageal varices without mention of bleeding
ICD_7872,19,1,1,,
ICD_2535,19,9,18,Diabetes insipidus,Diabetes insipidus
ICD_30503,19,2,2,Alcohol abuse-in remiss,"Alcohol abuse, in remission"
ICD_56039,19,0,0,Impaction intestine NEC,Other impaction of intestine
ICD_9951,19,9,11,Angioneurotic edema,"Angioneurotic edema, not elsewhere classified"
ICD_30400,18,1,1,Opioid dependence-unspec,"Opioid type dependence, unspecified"
ICD_4423,18,1,1,Lower extremity aneurysm,Aneurysm of artery of lower extremity
ICD_73027,18,3,3,Osteomyelitis NOS-ankle,"Unspecified osteomyelitis, ankle and foot"
ICD_2532,18,7,21,Panhypopituitarism,Panhypopituitarism
ICD_4532,18,3,3,Oth inf vena cava thromb,Other venous embolism and thrombosis of inferior vena cava
ICD_1974,18,3,4,Sec malig neo sm bowel,Secondary malignant neoplasm of small intestine including duodenum
ICD_20510,18,10,15,Ch myl leuk wo achv rmsn,"Chronic myeloid leukemia, without mention of having achieved remission"
ICD_E9429,18,2,2,Adv eff cardiovasc NEC,Other and unspecified agents primarily affecting the cardiovascular system causing adverse effects in therapeutic use
ICD_9072,18,5,6,Late eff spinal cord inj,Late effect of spinal cord injury
ICD_5128,18,0,0,,
ICD_V113,18,0,0,Hx of alcoholism,Personal history of alcoholism
ICD_V463,18,3,4,Wheelchair dependence,Wheelchair dependence
ICD_V161,18,1,1,Fm hx-trach/bronchog mal,"Family history of malignant neoplasm of trachea, bronchus, and lung"
ICD_5839,18,7,15,Nephritis NOS,"Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney"
ICD_V1749,18,0,0,Fam hx-cardiovas dis NEC,Family history of other cardiovascular diseases
ICD_11289,18,1,1,Candidiasis site NEC,Other candidiasis of other specified sites
ICD_04109,18,4,5,Other streptococcus,"Streptococcus infection in conditions classified elsewhere and of unspecified site, other streptococcus"
ICD_481,18,3,3,Pneumococcal pneumonia,Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia]
ICD_48282,18,3,3,Pneumonia e coli,Pneumonia due to escherichia coli [E. coli]
ICD_7824,18,1,1,Jaundice NOS,"Jaundice, unspecified, not of newborn"
ICD_7755,18,0,0,Neonatal dehydration,Other transitory neonatal electrolyte disturbances
ICD_1984,18,4,4,Sec malig neo nerve NEC,Secondary malignant neoplasm of other parts of nervous system
ICD_78321,18,1,1,Abnormal loss of weight,Loss of weight
ICD_1578,17,3,4,Malig neo pancreas NEC,Malignant neoplasm of other specified sites of pancreas
ICD_E9426,17,0,0,Adv eff antihyperten agt,Other antihypertensive agents causing adverse effects in therapeutic use
ICD_36221,17,11,11,Retrolental fibroplasia,Retrolental fibroplasia
ICD_E8784,17,0,0,Abn react-plast surg NEC,"Other restorative surgery causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation"
ICD_4238,17,3,4,Pericardial disease NEC,Other specified diseases of pericardium
ICD_1123,17,1,2,Cutaneous candidiasis,Candidiasis of skin and nails
ICD_V5883,17,0,0,Therapeutic drug monitor,Encounter for therapeutic drug monitoring
ICD_75312,17,13,14,Polycystic kidney NOS,"Polycystic kidney, unspecified type"
ICD_28249,17,11,11,Thalassemia NEC,Other thalassemia
ICD_51852,17,0,0,Ot pul insuf fol trm/srg,"Other pulmonary insufficiency, not elsewhere classified, following trauma and surgery"
ICD_25052,17,1,3,DMII ophth uncntrld,"Diabetes with ophthalmic manifestations, type II or unspecified type, uncontrolled"
ICD_E9504,17,6,7,Poison-drug/medicin NEC,Suicide and self-inflicted poisoning by other specified drugs and medicinal substances
ICD_5693,17,1,1,Rectal & anal hemorrhage,Hemorrhage of rectum and anus
ICD_3363,17,6,7,Myelopathy in oth dis,Myelopathy in other diseases classified elsewhere
ICD_2769,17,0,0,Electrolyt/fluid dis NEC,Electrolyte and fluid disorders not elsewhere classified
ICD_44103,17,5,5,Dsct of thoracoabd aorta,"Dissection of aorta, thoracoabdominal"
ICD_39890,17,5,7,Rheumatic heart dis NOS,"Rheumatic heart disease, unspecified"
ICD_E8799,17,1,1,Abn react-procedure NOS,"Unspecified procedure as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure"
ICD_E9479,17,1,1,Adv eff medicinal NOS,Unspecified drug or medicinal substance causing adverse effects in therapeutic use
ICD_2387,17,12,18,,
ICD_V1279,17,1,1,Prsnl hst ot spf dgst ds,Personal history of other diseases of digestive system
ICD_7905,17,0,0,Abn serum enzy level NEC,Other nonspecific abnormal serum enzyme levels
ICD_7213,17,4,5,Lumbosacral spondylosis,Lumbosacral spondylosis without myelopathy
ICD_3510,16,4,5,Bell's palsy,Bell's palsy
ICD_9992,16,0,0,Vasc comp med care NEC,"Other vascular complications of medical care, not elsewhere classified"
ICD_4660,16,1,1,Acute bronchitis,Acute bronchitis
ICD_30183,16,10,17,Borderline personality,Borderline personality disorder
ICD_43883,16,3,5,Facial weakness,"Other late effects of cerebrovascular disease, facial weakness"
ICD_9349,16,0,0,FB respiratory tree NOS,"Foreign body in respiratory tree, unspecified"
ICD_4786,16,2,3,Edema of larynx,Edema of larynx
ICD_V6441,16,0,0,Lap surg convert to open,Laparoscopic surgical procedure converted to open procedure
ICD_78606,16,0,0,Tachypnea,Tachypnea
ICD_3371,16,7,49,Aut neuropthy in oth dis,Peripheral autonomic neuropathy in disorders classified elsewhere
ICD_7707,16,10,10,Perinatal chr resp dis,Chronic respiratory disease arising in the perinatal period
ICD_24290,16,3,3,Thyrotox NOS no crisis,"Thyrotoxicosis without mention of goiter or other cause, and without mention of thyrotoxic crisis or storm"
ICD_3332,16,2,3,Myoclonus,Myoclonus
ICD_3331,16,5,6,Tremor NEC,Essential and other specified forms of tremor
ICD_V160,16,2,3,Family hx-gi malignancy,Family history of malignant neoplasm of gastrointestinal tract
ICD_1912,16,5,9,Mal neo temporal lobe,Malignant neoplasm of temporal lobe
ICD_42840,16,0,0,Syst/diast hrt fail NOS,"Combined systolic and diastolic heart failure, unspecified"
ICD_42613,16,2,3,Av block-2nd degree NEC,Other second degree atrioventricular block
ICD_20190,16,10,12,Hdgk dis unsp xtrndl org,"Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites"
ICD_E9305,16,0,0,Adv eff cephalosporin,Cephalosporin group causing adverse effects in therapeutic use
ICD_03840,16,0,0,Gram-neg septicemia NOS,"Septicemia due to gram-negative organism, unspecified"
ICD_25011,16,6,14,DMI keto nt st uncntrld,"Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled"
ICD_7101,16,13,23,Systemic sclerosis,Systemic sclerosis
ICD_2880,16,1,1,,
ICD_5716,16,10,11,Biliary cirrhosis,Biliary cirrhosis
ICD_53782,16,2,2,Angio stm/dudn w/o hmrhg,Angiodysplasia of stomach and duodenum without mention of hemorrhage
ICD_V4585,16,2,2,Insulin pump status,Insulin pump status
ICD_4659,16,1,1,Acute uri NOS,Acute upper respiratory infections of unspecified site
ICD_5730,15,0,0,Chr passiv congest liver,Chronic passive congestion of liver
ICD_78650,15,1,1,Chest pain NOS,"Chest pain, unspecified"
ICD_53020,15,0,0,Ulc esophagus w/o bleed,Ulcer of esophagus without bleeding
ICD_73679,15,3,11,Acq ankle-foot def NEC,Other acquired deformities of ankle and foot
ICD_5921,15,1,1,Calculus of ureter,Calculus of ureter
ICD_5855,15,2,2,Chron kidney dis stage V,"Chronic kidney disease, Stage V"
ICD_40301,15,7,58,Mal hyp kid w cr kid V,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage V or end stage renal disease"
ICD_42611,15,3,3,Atriovent block-1st degr,First degree atrioventricular block
ICD_36900,15,7,7,Both eyes blind-who def,"Profound impairment, both eyes, impairment level not further specified"
ICD_6960,15,10,20,Psoriatic arthropathy,Psoriatic arthropathy
ICD_73342,15,4,5,Aseptic necrosis femur,Aseptic necrosis of head and neck of femur
ICD_43311,15,1,1,Ocl crtd art w infrct,Occlusion and stenosis of carotid artery with cerebral infarction
ICD_57451,15,0,0,Choledochlith NOS w obst,"Calculus of bile duct without mention of cholecystitis, with obstruction"
ICD_42989,15,2,2,Ill-defined hrt dis NEC,Other ill-defined heart diseases
ICD_1911,15,13,14,Malig neo frontal lobe,Malignant neoplasm of frontal lobe
ICD_25081,15,5,5,DMI oth nt st uncntrld,"Diabetes with other specified manifestations, type I [juvenile type], not stated as uncontrolled"
ICD_56985,15,2,3,Angio intes w hmrhg,Angiodysplasia of intestine with hemorrhage
ICD_V4281,15,5,10,Trnspl status-bne marrow,Bone marrow replaced by transplant
ICD_V851,15,2,2,"BMI between 19-24,adult","Body Mass Index between 19-24, adult"
ICD_99813,15,1,1,Seroma complicting proc,Seroma complicating a procedure
ICD_5733,15,0,0,Hepatitis NOS,"Hepatitis, unspecified"
ICD_4255,15,6,12,Alcoholic cardiomyopathy,Alcoholic cardiomyopathy
ICD_V140,15,2,2,Hx-penicillin allergy,Personal history of allergy to penicillin
ICD_47831,15,2,2,Vocal paral unilat part,"Unilateral paralysis of vocal cords or larynx, partial"
ICD_44381,15,1,1,Angiopathy in other dis,Peripheral angiopathy in diseases classified elsewhere
ICD_7098,15,0,0,Skin disorders NEC,Other specified disorders of skin
ICD_99709,15,2,2,Surg comp nerv systm NEC,Other nervous system complications
ICD_4552,15,2,3,Int hemrrhoid w comp NEC,Internal hemorrhoids with other complication
ICD_73710,15,1,1,Kyphosis NOS,Kyphosis (acquired) (postural)
ICD_V502,15,0,0,Routine circumcision,Routine or ritual circumcision
ICD_V1043,15,12,19,Hx of ovarian malignancy,Personal history of malignant neoplasm of ovary
ICD_V8541,15,2,2,"BMI 40.0-44.9, adult","Body Mass Index 40.0-44.9, adult"
ICD_8052,15,1,1,Fx dorsal vertebra-close,Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury
ICD_5934,15,3,3,Ureteric obstruction NEC,Other ureteric obstruction
ICD_2989,15,2,2,Psychosis NOS,Unspecified psychosis
ICD_2111,15,3,5,Benign neoplasm stomach,Benign neoplasm of stomach
ICD_5695,15,1,1,Intestinal abscess,Abscess of intestine
ICD_1508,14,8,9,Mal neo esophagus NEC,Malignant neoplasm of other specified part of esophagus
ICD_27549,14,4,6,Dis calcium metablsm NEC,Other disorders of calcium metabolism
ICD_4846,14,2,2,Pneum in aspergillosis,Pneumonia in aspergillosis
ICD_85201,14,0,0,Subarachnoid hem-no coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
ICD_0539,14,1,1,Herpes zoster NOS,Herpes zoster without mention of complication
ICD_99602,14,1,1,Malfunc prosth hrt valve,Mechanical complication due to heart valve prosthesis
ICD_34550,14,1,1,Part epil w/o intr epil,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy"
ICD_71946,14,1,1,Joint pain-l/leg,"Pain in joint, lower leg"
ICD_40291,14,0,0,Hyp ht dis NOS w ht fail,Unspecified hypertensive heart disease with heart failure
ICD_07999,14,0,0,Viral infection NOS,Unspecified viral infection
ICD_44489,14,4,5,Arterial embolism NEC,Embolism and thrombosis of other specified artery
ICD_9694,14,5,5,Pois-benzodiazepine tran,Poisoning by benzodiazepine-based tranquilizers
ICD_99666,14,3,3,React-inter joint prost,Infection and inflammatory reaction due to internal joint prosthesis
ICD_79311,14,1,1,Solitary pulmonry nodule,Solitary pulmonary nodule
ICD_07071,14,1,1,Hpt C w hepatic coma NOS,Unspecified viral hepatitis C with hepatic coma
ICD_53082,14,3,3,Esophageal hemorrhage,Esophageal hemorrhage
ICD_E9379,14,0,0,Adv eff sedat/hypnot NOS,Unspecified sedatives and hypnotics causing adverse effects in therapeutic use
ICD_7892,14,3,3,Splenomegaly,Splenomegaly
ICD_7470,14,4,4,Patent ductus arteriosus,Patent ductus arteriosus
ICD_73018,14,3,6,Chr osteomyelit NEC,"Chronic osteomyelitis, other specified sites"
ICD_28959,14,4,4,Spleen disease NEC,Other diseases of spleen
ICD_2410,14,3,3,Nontox uninodular goiter,Nontoxic uninodular goiter
ICD_7810,14,2,2,Abn involun movement NEC,Abnormal involuntary movements
ICD_2810,14,6,8,Pernicious anemia,Pernicious anemia
ICD_31401,14,10,19,Attn deficit w hyperact,Attention deficit disorder with hyperactivity
ICD_78451,14,1,1,Dysarthria,Dysarthria
ICD_2967,14,7,11,Bipolor I current NOS,"Bipolar I disorder, most recent episode (or current) unspecified"
ICD_E9293,14,2,2,Late eff accidental fall,Late effects of accidental fall
ICD_57450,14,1,1,Choledocholithiasis NOS,"Calculus of bile duct without mention of cholecystitis, without mention of obstruction"
ICD_04189,14,0,0,Oth specf bacteria,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other specified bacteria"
ICD_45382,14,1,2,Ac DVT/embl up ext,Acute venous embolism and thrombosis of deep veins of upper extremity
ICD_2409,14,8,21,Goiter NOS,"Goiter, unspecified"
ICD_1363,14,3,3,Pneumocystosis,Pneumocystosis
ICD_57511,13,0,0,Chronic cholecystitis,Chronic cholecystitis
ICD_29650,13,6,6,Bipol I cur depres NOS,"Bipolar I disorder, most recent episode (or current) depressed, unspecified"
ICD_E9359,13,3,3,Adv eff analgesic NOS,Unspecified analgesic and antipyretic causing adverse effects in therapeutic use
ICD_4010,13,0,0,Malignant hypertension,Malignant essential hypertension
ICD_7948,13,0,0,Abn liver function study,Nonspecific abnormal results of function study of liver
ICD_2731,13,3,3,Monoclon paraproteinemia,Monoclonal paraproteinemia
ICD_72973,13,0,0,Nontrauma comp syn-abd,Nontraumatic compartment syndrome of abdomen
ICD_72981,13,0,0,Swelling of limb,Swelling of limb
ICD_1570,13,7,8,Mal neo pancreas head,Malignant neoplasm of head of pancreas
ICD_1971,13,4,4,Sec mal neo mediastinum,Secondary malignant neoplasm of mediastinum
ICD_7919,13,0,0,Abn urine findings NEC,Other nonspecific findings on examination of urine
ICD_V1004,13,3,3,Hx of gastric malignancy,Personal history of malignant neoplasm of stomach
ICD_7963,13,0,0,Low blood press reading,Nonspecific low blood pressure reading
ICD_71906,13,2,2,Joint effusion-l/leg,"Effusion of joint, lower leg"
ICD_4162,13,1,1,Chr pulmonary embolism,Chronic pulmonary embolism
ICD_3379,13,2,2,Autonomic nerve dis NEC,Unspecified disorder of autonomic nervous system
ICD_37230,13,1,1,Conjunctivitis NOS,"Conjunctivitis, unspecified"
ICD_V1072,13,7,9,Hx-hodgkin's disease,Personal history of hodgkin's disease
ICD_33182,13,4,5,Dementia w Lewy bodies,Dementia with lewy bodies
ICD_5100,13,5,7,Empyema with fistula,Empyema with fistula
ICD_3439,13,10,15,Cerebral palsy NOS,"Infantile cerebral palsy, unspecified"
ICD_56949,13,2,2,Rectal & anal dis NEC,Other specified disorders of rectum and anus
ICD_E9310,13,0,0,Adv eff sulfonamides,Sulfonamides causing adverse effects in therapeutic use
ICD_56889,13,1,1,Peritoneal disorder NEC,Other specified disorders of peritoneum
ICD_V1089,13,3,8,Hx of malignancy NEC,Personal history of malignant neoplasm of other sites
ICD_78065,13,2,2,Hypothrm-wo low env tmp,Hypothermia not associated with low environmental temperature
ICD_70712,13,1,2,Ulcer of calf,Ulcer of calf
ICD_E9363,13,1,1,Adv eff antconvl NEC/NOS,Other and unspecified anticonvulsants causing adverse effects in therapeutic use
ICD_41092,13,0,0,"AMI NOS, subsequent","Acute myocardial infarction of unspecified site, subsequent episode of care"
ICD_07051,13,4,4,Hpt C acute wo hpat coma,Acute hepatitis C without mention of hepatic coma
ICD_55221,13,1,1,Obstr incisional hernia,Incisional ventral hernia with obstruction
ICD_76527,13,11,11,33-34 comp wks gestation,33-34 completed weeks of gestation
ICD_5168,13,2,10,Alveol pneumonopathy NEC,Other specified alveolar and parietoalveolar pneumonopathies
ICD_E9503,13,6,6,Poison-psychotropic agt,Suicide and self-inflicted poisoning by tranquilizers and other psychotropic agents
ICD_2830,13,7,13,Autoimmun hemolytic anem,Autoimmune hemolytic anemias
ICD_2721,12,8,14,Pure hyperglyceridemia,Pure hyperglyceridemia
ICD_52100,12,0,0,Dental caries NOS,"Dental caries, unspecified"
ICD_49122,12,0,0,Obs chr bronc w ac bronc,Obstructive chronic bronchitis with acute bronchitis
ICD_2811,12,2,2,B12 defic anemia NEC,Other vitamin B12 deficiency anemia
ICD_3488,12,0,0,,
ICD_V1584,12,3,4,Hx-contct/expos asbestos,Personal history of contact with and (suspected) exposure to asbestos
ICD_4870,12,0,0,Influenza with pneumonia,Influenza with pneumonia
ICD_V1552,12,3,3,Hx traumatc brain injury,Personal history of traumatic brain injury
ICD_262,12,0,0,Oth severe malnutrition,Other severe protein-calorie malnutrition
ICD_29530,12,6,7,Paranoid schizo-unspec,"Paranoid type schizophrenia, unspecified"
ICD_25092,12,1,1,DMII unspf uncntrld,"Diabetes with unspecified complication, type II or unspecified type, uncontrolled"
ICD_30421,12,3,8,Cocaine depend-contin,"Cocaine dependence, continuous"
ICD_36846,12,2,2,Homonymous hemianopsia,Homonymous bilateral field defects
ICD_56721,12,0,0,Peritonitis (acute) gen,Peritonitis (acute) generalized
ICD_59381,12,1,1,Renal vascular disorder,Vascular disorders of kidney
ICD_4389,12,1,1,Late effect CV dis NOS,Unspecified late effects of cerebrovascular disease
ICD_E8708,12,1,1,Acc cut in med care NEC,"Accidental cut, puncture, perforation or hemorrhage during other specified medical care"
ICD_4556,12,1,1,Hemorrhoids NOS,Unspecified hemorrhoids without mention of complication
ICD_5110,12,1,3,Pleurisy w/o effus or TB,Pleurisy without mention of effusion or current tuberculosis
ICD_V8543,12,1,1,"BMI 50.0-59.9, adult","Body Mass Index 50.0-59.9, adult"
ICD_7866,12,2,2,Chest swelling/mass/lump,"Swelling, mass, or lump in chest"
ICD_5679,12,0,0,Peritonitis NOS,Unspecified peritonitis
ICD_9348,12,1,1,FB trach/bronch/lung NEC,Foreign body in other specified parts bronchus and lung
ICD_2839,12,3,3,Acq hemolytic anemia NOS,"Acquired hemolytic anemia, unspecified"
ICD_9654,12,3,3,Pois-arom analgesics NEC,"Poisoning by aromatic analgesics, not elsewhere classified"
ICD_4329,12,0,0,Intracranial hemorr NOS,Unspecified intracranial hemorrhage
ICD_99604,12,2,3,Mch cmp autm mplnt dfbrl,Mechanical complication of automatic implantable cardiac defibrillator
ICD_2949,12,0,0,Mental disor NOS oth dis,Unspecified persistent mental disorders due to conditions classified elsewhere
ICD_E9500,12,4,4,Poison-analgesics,"Suicide and self-inflicted poisoning by analgesics, antipyretics, and antirheumatics"
ICD_4422,12,5,5,Iliac artery aneurysm,Aneurysm of iliac artery
ICD_53021,12,2,2,Ulcer esophagus w bleed,Ulcer of esophagus with bleeding
ICD_71106,12,1,1,Pyogen arthritis-l/leg,"Pyogenic arthritis, lower leg"
ICD_7580,12,11,13,Down's syndrome,Down's syndrome
ICD_4230,12,0,0,Hemopericardium,Hemopericardium
ICD_317,12,6,12,Mild intellect disabilty,Mild intellectual disabilities
ICD_485,12,2,2,Bronchopneumonia org NOS,"Bronchopneumonia, organism unspecified"
ICD_40300,12,1,1,Mal hy kid w cr kid I-IV,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage I through stage IV, or unspecified"
ICD_60886,11,1,1,"Edema, male genital orgn",Edema of male genital organs
